VegetationID,EpochID,Name,Physiognomy,LandUseGroup
1075,2,Rocky Mountain Montane Riparian Systems,Riparian,
1076,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,
1077,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,
1078,2,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1079,2,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,
1080,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer,
1081,2,Great Basin Pinyon-Juniper Woodland,Conifer,
1082,2,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer,
1083,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1084,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1085,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1086,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1087,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1088,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,
1089,2,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,
1090,2,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,
1092,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1093,2,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,
1094,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1095,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,
1096,2,Great Basin Semi-Desert Chaparral,Shrubland,
1097,2,Mogollon Chaparral,Shrubland,
1098,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1099,2,Sonora-Mojave Semi-Desert Chaparral,Shrubland,
1100,2,Inter-Mountain Basins Juniper Savanna,Conifer,
1101,2,Columbia Plateau Low Sagebrush Steppe,Shrubland,
1102,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1103,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,
1104,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1105,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1106,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,
1107,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1108,2,Inter-Mountain Basins Montane Riparian Systems,Riparian,
1109,2,Rocky Mountain Montane Riparian Systems,Riparian,
1110,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,
1111,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,
1112,2,North American Warm Desert Sparsely Vegetated Systems,Sparse,
1113,2,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1114,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer,
1115,2,Madrean Encinal,Conifer,
1116,2,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1117,2,Madrean Pinyon-Juniper Woodland,Conifer,
1118,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1119,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1120,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1121,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1122,2,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1123,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - Low Elevation,Hardwood-Conifer,
1124,2,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,
1125,2,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,
1126,2,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,
1128,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1129,2,Southern Colorado Plateau Sand Shrubland,Shrubland,
1130,2,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,
1131,2,Mogollon Chaparral,Shrubland,
1132,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1133,2,Inter-Mountain Basins Juniper Savanna,Conifer,
1134,2,Madrean Juniper Savanna,Conifer,
1135,2,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,
1136,2,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1137,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1138,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1139,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1140,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1141,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,
1142,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1143,2,Rocky Mountain Montane Riparian Systems,Riparian,
1144,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,
1145,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,
1146,2,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1147,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer,
1148,2,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,
1149,2,Rocky Mountain Lodgepole Pine Forest,Conifer,
1150,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1151,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1152,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1153,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1154,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,
1155,2,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,
1156,2,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1157,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1158,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,
1159,2,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,
1160,2,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,
1161,2,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush,Shrubland,
1162,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1163,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1164,2,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,
1165,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1166,2,Inter-Mountain Basins Juniper Savanna,Conifer,
1167,2,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,
1168,2,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1169,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1170,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,
1171,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1172,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1173,2,Rocky Mountain Alpine Fell-Field,Grassland,
1174,2,Rocky Mountain Alpine Turf,Grassland,
1175,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,
1176,2,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1177,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1178,2,Rocky Mountain Montane Riparian Systems,Riparian,
1179,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,
1180,2,North American Warm Desert Sparsely Vegetated Systems,Sparse,
1181,2,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1182,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer,
1183,2,Great Basin Pinyon-Juniper Woodland,Conifer,
1184,2,Madrean Encinal,Conifer,
1185,2,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1186,2,Madrean Pinyon-Juniper Woodland,Conifer,
1187,2,Madrean Upper Montane Conifer-Oak Forest and Woodland,Conifer,
1188,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1189,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1190,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1191,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1192,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,
1193,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1194,2,Chihuahuan Succulent Desert Scrub,Shrubland,
1196,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1197,2,Mojave Mid-Elevation Mixed Desert Scrub,Shrubland,
1198,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,
1199,2,Sonoran Mid-Elevation Desert Scrub,Shrubland,
1200,2,Chihuahuan Mixed Desert and Thorn Scrub,Shrubland,
1201,2,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,
1202,2,Mogollon Chaparral,Shrubland,
1203,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1204,2,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,
1205,2,Inter-Mountain Basins Juniper Savanna,Conifer,
1206,2,Madrean Juniper Savanna,Conifer,
1207,2,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,
1208,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1209,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1210,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1211,2,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1212,2,North American Warm Desert Riparian Systems,Riparian,
1213,2,North American Warm Desert Riparian Systems - Stringers,Riparian,
1214,2,Rocky Mountain Montane Riparian Systems,Riparian,
1215,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,
1216,2,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,
1217,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,
1218,2,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1219,2,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,
1220,2,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,
1221,2,Great Basin Pinyon-Juniper Woodland,Conifer,
1222,2,Northern Rocky Mountain Subalpine Woodland and Parkland,Conifer,
1223,2,Rocky Mountain Lodgepole Pine Forest,Conifer,
1224,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1225,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1226,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1227,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,
1228,2,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,
1229,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1230,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,
1231,2,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,
1233,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1234,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1235,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,
1236,2,Columbia Plateau Steppe and Grassland,Grassland,
1237,2,Columbia Plateau Low Sagebrush Steppe,Shrubland,
1238,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1239,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,
1240,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1241,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1243,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1244,2,Inter-Mountain Basins Montane Riparian Systems,Riparian,
1245,2,Rocky Mountain Montane Riparian Systems,Riparian,
1246,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,
1247,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,
1248,2,Western Great Plains Sparsely Vegetated Systems,Sparse,
1249,2,Rocky Mountain Aspen Forest and Woodland,Hardwood,
1250,2,Northwestern Great Plains Highland White Spruce Woodland,Conifer,
1251,2,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,
1252,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1253,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1254,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,
1255,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,
1256,2,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,
1257,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1258,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,
1259,2,Inter-Mountain Basins Mat Saltbush Shrubland,Shrubland,
1260,2,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrubland,
1261,2,Northwestern Great Plains Shrubland,Shrubland,
1262,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1263,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland,
1264,2,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,
1265,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1266,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,
1267,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Grassland,
1268,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland,Grassland,
1269,2,Northwestern Great Plains Mixedgrass Prairie,Grassland,
1270,2,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,
1271,2,Western Great Plains Sand Prairie,Grassland,
1272,2,Western Great Plains Shortgrass Prairie,Grassland,
1273,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1274,2,Rocky Mountain Montane Riparian Systems,Riparian,
1275,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,
1276,2,Western Great Plains Floodplain Systems,Riparian,
1277,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,
1278,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,Conifer,
1279,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,Conifer,
1280,2,Western Great Plains Wooded Draw and Ravine,Shrubland,
1281,2,Western Great Plains Sparsely Vegetated Systems,Sparse,
1282,2,Northwestern Great Plains Shrubland,Shrubland,
1283,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1284,2,Northwestern Great Plains Mixedgrass Prairie,Grassland,
1285,2,Western Great Plains Sand Prairie,Grassland,
1286,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1287,2,Western Great Plains Floodplain Systems,Riparian,
1288,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Low Elevation Woodland,Conifer,
1289,2,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna - Savanna,Conifer,
1290,2,Western Great Plains Wooded Draw and Ravine,Hardwood,
1291,2,Great Plains Prairie Pothole,Grassland,
1292,2,Western Great Plains Depressional Wetland Systems,Riparian,
1293,2,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,
1294,2,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Hardwood,
1295,2,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,
1296,2,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Conifer,
1297,2,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,
1298,2,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland,Conifer,
1299,2,Florida Longleaf Pine Sandhill,Conifer,
1300,2,Southern Coastal Plain Mesic Slope Forest,Hardwood,
1301,2,East Gulf Coastal Plain Maritime Forest,Hardwood-Conifer,
1302,2,Southern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,
1303,2,Florida Peninsula Inland Scrub,Shrubland,
1304,2,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian,
1305,2,Central Florida Pine Flatwoods,Riparian,
1306,2,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,
1307,2,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,
1308,2,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,
1309,2,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Riparian,
1310,2,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1311,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1312,2,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1313,2,East Gulf Coastal Plain Savanna and Wet Prairie,Savanna,
1314,2,Floridian Highlands Freshwater Marsh,Riparian,
1315,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1316,2,Southern Coastal Plain Dry Upland Hardwood Forest,Hardwood,
1317,2,South Florida Hardwood Hammock,Hardwood,
1318,2,Southwest Florida Coastal Strand and Maritime Hammock,Hardwood,
1319,2,Southeast Florida Coastal Strand and Maritime Hammock,Hardwood,
1320,2,Florida Longleaf Pine Sandhill,Conifer,
1321,2,South Florida Pine Rockland,Conifer,
1322,2,Florida Peninsula Inland Scrub,Shrubland,
1323,2,Florida Dry Prairie,Grassland,
1324,2,South Florida Dwarf Cypress Savanna,Savanna,
1325,2,South Florida Pine Flatwoods,Conifer,
1326,2,South Florida Cypress Dome,Riparian,
1327,2,Central Florida Pine Flatwoods,Riparian,
1328,2,East Gulf Coastal Plain Near-Coast Pine Flatwoods,Riparian,
1329,2,Southern Coastal Plain Nonriverine Cypress Dome,Riparian,
1330,2,Southern Coastal Plain Seepage Swamp and Baygall,Riparian,
1331,2,Caribbean Coastal Wetland Systems,Riparian,
1332,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1333,2,Caribbean Swamp Systems,Riparian,
1334,2,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1335,2,South Florida Everglades Sawgrass Marsh,Riparian,
1336,2,Floridian Highlands Freshwater Marsh,Riparian,
1337,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1338,2,North American Warm Desert Sparsely Vegetated Systems,Sparse,
1339,2,Colorado Plateau Pinyon-Juniper Woodland,Conifer,
1340,2,Madrean Encinal,Conifer,
1341,2,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1342,2,Madrean Pinyon-Juniper Woodland,Conifer,
1343,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1344,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,
1345,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1346,2,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1347,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Hardwood-Conifer,
1348,2,Chihuahuan Creosotebush Desert Scrub,Shrubland,
1349,2,Chihuahuan Mixed Salt Desert Scrub,Shrubland,
1350,2,Chihuahuan Succulent Desert Scrub,Shrubland,
1352,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,
1353,2,Sonora-Mojave Mixed Salt Desert Scrub,Shrubland,
1354,2,Sonoran Mid-Elevation Desert Scrub,Shrubland,
1355,2,Western Great Plains Sandhill Steppe,Shrubland,
1356,2,Chihuahuan Mixed Desert and Thorn Scrub - Shrubland,Shrubland,
1357,2,Chihuahuan Mixed Desert and Thorn Scrub - Steppe,Shrubland,
1358,2,Madrean Oriental Chaparral,Shrubland,
1359,2,Mogollon Chaparral,Shrubland,
1360,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1361,2,Sonora-Mojave Semi-Desert Chaparral,Shrubland,
1362,2,Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrubland,
1363,2,Madrean Juniper Savanna,Conifer,
1364,2,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1365,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1366,2,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,
1367,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,
1368,2,Chihuahuan Sandy Plains Semi-Desert Grassland,Grassland,
1369,2,Inter-Mountain Basins Semi-Desert Grassland,Grassland,
1370,2,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1371,2,Western Great Plains Shortgrass Prairie,Grassland,
1372,2,Inter-Mountain Basins Greasewood Flat,Shrubland,
1373,2,North American Warm Desert Riparian Systems,Riparian,
1374,2,Rocky Mountain Montane Riparian Systems,Riparian,
1375,2,Chihuahuan Loamy Plains Desert Grassland,Grassland,
1376,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland,Grassland,
1377,2,North American Warm Desert Sparsely Vegetated Systems,Sparse,
1378,2,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer,
1379,2,Madrean Pinyon-Juniper Woodland,Conifer,
1380,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1381,2,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1382,2,Chihuahuan Creosotebush Desert Scrub,Shrubland,
1383,2,Chihuahuan Mixed Salt Desert Scrub,Shrubland,
1384,2,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Shrubland,
1385,2,Chihuahuan Succulent Desert Scrub,Shrubland,
1386,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1387,2,Western Great Plains Sandhill Steppe,Shrubland,
1388,2,Apacherian-Chihuahuan Mesquite Upland Scrub,Shrubland,
1389,2,Chihuahuan Mixed Desert and Thorn Scrub,Shrubland,
1390,2,Madrean Oriental Chaparral,Shrubland,
1391,2,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1392,2,Madrean Juniper Savanna,Conifer,
1393,2,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1394,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Grassland,
1395,2,Chihuahuan Gypsophilous Grassland and Steppe,Grassland,
1396,2,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,
1397,2,Western Great Plains Shortgrass Prairie,Grassland,
1398,2,North American Warm Desert Riparian Systems,Riparian,
1399,2,Rocky Mountain Montane Riparian Systems,Riparian,
1400,2,Edwards Plateau Limestone Shrubland,Conifer,
1401,2,Western Great Plains Depressional Wetland Systems - Playa,Riparian,
1402,2,Chihuahuan Loamy Plains Desert Grassland,Grassland,
1403,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,Grassland,
1404,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,Grassland,
1405,2,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,
1406,2,Southern Rocky Mountain Pinyon-Juniper Woodland,Conifer,
1407,2,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,
1408,2,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland,
1409,2,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,
1410,2,Western Great Plains Sandhill Steppe,Shrubland,
1411,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,
1412,2,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1413,2,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,
1414,2,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,
1415,2,Central Mixedgrass Prairie,Grassland,
1416,2,Western Great Plains Foothill and Piedmont Grassland,Grassland,
1417,2,Western Great Plains Shortgrass Prairie,Grassland,
1418,2,Rocky Mountain Montane Riparian Systems,Riparian,
1419,2,Western Great Plains Floodplain Systems,Riparian,
1420,2,Northwestern Great Plains Canyon,Sparse,
1421,2,Western Great Plains Depressional Wetland Systems,Riparian,
1422,2,Western Great Plains Sparsely Vegetated Systems,Sparse,
1423,2,Western Great Plains Sandhill Steppe,Shrubland,
1424,2,Western Great Plains Mesquite Woodland and Shrubland,Shrubland,
1425,2,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,
1426,2,Central Mixedgrass Prairie,Grassland,
1427,2,Western Great Plains Sand Prairie,Grassland,
1428,2,Western Great Plains Shortgrass Prairie,Grassland,
1429,2,Western Great Plains Floodplain Systems,Riparian,
1430,2,Edwards Plateau Limestone Shrubland,Conifer,
1431,2,Western Great Plains Depressional Wetland Systems - Playa,Riparian,
1432,2,Western Great Plains Depressional Wetland Systems - Saline,Riparian,
1433,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Tobosa Grassland,Grassland,
1434,2,Chihuahuan-Sonoran Desert Bottomland and Swale Grassland - Alkali Sacaton,Grassland,
1435,2,West Gulf Coastal Plain Mesic Hardwood Forest,Hardwood,
1436,2,West Gulf Coastal Plain Chenier and Upper Texas Coastal Fringe Forest and Woodland,Hardwood,
1437,2,West Gulf Coastal Plain Upland Longleaf Pine Forest and Woodland,Conifer,
1438,2,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,
1439,2,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland,Hardwood-Conifer,
1440,2,Southern Blackland Tallgrass Prairie,Grassland,
1441,2,West Gulf Coastal Plain Northern Calcareous Prairie,Grassland,
1442,2,West Gulf Coastal Plain Southern Calcareous Prairie,Grassland,
1443,2,Texas-Louisiana Coastal Prairie,Grassland,
1444,2,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,
1445,2,West Gulf Coastal Plain Pine-Hardwood Flatwoods,Hardwood-Conifer,
1446,2,Gulf and Atlantic Coastal Plain Floodplain Systems,Riparian,
1447,2,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Riparian,
1448,2,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,
1449,2,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,
1450,2,West Gulf Coastal Plain Nonriverine Wet Hardwood Flatwoods,Hardwood,
1451,2,East-Central Texas Plains Post Oak Savanna and Woodland,Hardwood,
1452,2,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,Hardwood,
1453,2,Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood,
1454,2,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland,Conifer,
1455,2,Atlantic Coastal Plain Upland Longleaf Pine Woodland,Conifer,
1456,2,Southern Coastal Plain Mesic Slope Forest,Hardwood,
1457,2,Central Atlantic Coastal Plain Maritime Forest,Hardwood,
1458,2,Southern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,
1459,2,Southern Atlantic Coastal Plain Dune and Maritime Grassland,Grassland,
1460,2,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods,Riparian,
1461,2,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods,Riparian,
1462,2,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,
1463,2,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland,Riparian,
